Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Associate Director, Statistics",$110K - $130K (Employer est.),"The primary responsibilities of this position are to provide statistical consulting to clients in the biotech/pharmaceutical industry in their drug development programs with a focus on protocol/study design, analysis planning, regulatory submission strategies, regulatory communication, mento ring of other statisticians in generating analyses for clinical studies and regulatory submissions and assist with business proposals. This position assumes a supervision responsibility on statistical personnel and job training.

Essential Job Functions:
Provides statistical consulting to clinical study design.
Reviews study protocols and writes statistical sections.
Conducts sample size and power calculations.
Proposes randomization methods and designs.",2.8,"WuXi AppTec
2.8",California,10000+ Employees,2000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
Senior Data Analyst,$110K - $130K (Employer est.),"Company Description
Louis Dreyfus Company is a leading merchant and processor of agricultural goods. Our activities span the entire value chain from farm to fork, across a broad range of business lines, we leverage our global reach and extensive asset network to serve our customers and consumers around the world. Structured as a matrix organization of six geographical regions and ten platforms, Louis Dreyfus Company is active in over 100 countries and employs approximately 15,000 people globally.
The DT&A Department of Louis Dreyfus Company is currently looking for a Senior Business Analyst for its Data & Analytics Service, to be based in Wilton. As part of a dynamic IT organization currently undergoing a transformational change, you will act as change booster and play a key role on business process transformation to enable innovative and faster decision-making processes driven by analytic application. We invite you to join our team if you aim to make the difference with your contribution and establish yourself as a key member of our IT organization.",4.0,"Louis Dreyfus Company
4.0","Wilton, CT",10000+ Employees,1851,Subsidiary or Business Segment,Crop Production,Agriculture,$10+ billion (USD),-1
AI Perception Algorithm Engineer/Scientist,$110K - $130K (Employer est.),"The selected candidate will work closely with top researchers to develop cutting-edge perception algorithms to address real-world problems. The task of perception is to detect and understand the surrounding environment of the autonomous vehicles, to support L2 and L3 automated driving features. A real time virtual representation of the local environment is constructed by processing input data mainly from cameras, together with those from other sensors like radars, IMU and ultrasonic.
Responsibilities:
o Develop deep learning based perception algorithms, including object detection, lane detection, segmentation, depth estimation, and so on.
o Develop state of the art network structures and training schemes, and evaluate their performance on vision problems",2.3,"Black Sesame Technologies Inc
2.3","San Jose, CA",Unknown,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
"Data Scientist (Secret Cleared), Fort Liberty, NC",$110K - $130K (Employer est.),"Data Scientist (Secret Cleared), Fort Liberty, NC
Full-time
Due to our government client requirements, we can only consider US Citizens with at least a Secret Clearance for this position
NO THIRD PARTY RECRUITERS PLEASE! CANDIDATES MUST BE SELF-REPRESENTED.
Salary Target: $95-107K (DOE)
Description
Seeking a Data Scientist with an active Secret Clearance to support a long-term data contract for the Special Operations Command (SOCOM).",3.9,"The ACI Group, Inc.
3.9","Fort Bragg, NC",51 to 200 Employees,1988,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),-1
Senior Data Scientist (Computer Science),$110K - $130K (Employer est.),"Near-Miss Management (NMM) is seeking a talented and highly motivated Senior Data Scientist to further develop and scale its unique web-based data analytics platform. NMM provides powerful analytics software, based on machine learning and AI, to the chemical and energy industry – to improve reliability, and minimize failures and losses.
Within our engineering team, your voice will be a valuable asset to product development. You will be in a unique position to define/undertake technical needs of the software and help shape the future of its technology. You will enjoy an intellectually creative atmosphere as you work with an experienced and enthusiastic team that strives continuously to build and deliver a robust, reliable software system.
Responsibilities
One of the main responsibilities of this role is development of a new flagship product in Python using the Scipy/Numpy/Pandas stack. Further, you will be responsible for leading our efforts in improvement of existing data analytics and machine-learning models (implemented in Python using the Scipy/Numpy/Pandas stack). Aside from analytics, another important aspect of the role involves enhancement of the existing processing pipeline, which executes the analytics in a parallelized and distributed fashion – you will assist in refining that pipeline on an ongoing basis as new features and products are developed.",-1,Near-Miss Management,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1
Statistical Programmer,$110K - $130K (Employer est.),"We are looking for two experienced statistical programmers for our pharma client, this is a remote position.
Job Summary
Statistical Programming Contractor will provide oversight of CRO statistical programming activities and/or collaborate closely with other functions in the project team. Hands-on support to internal company teams and technical abilities to enable process improvements surrounding Statistical Programming will be needed, as well as hands-on support to all clinical development programs and regulatory submissions.
Roles & Responsibilities may include, but not be limited to:
1. Serve as statistical programming representative in study management teams and related regulatory interactions",4.4,"Talentech Consulting LLC
4.4",Remote,1 to 50 Employees,Contract,Unknown / Non-Applicable,-1,-1,-1,-1
E-commerce Data Scientist - Health and Wellness - California REMOTE,$110K - $130K (Employer est.),"THE ROLE: E-commerce Data Scientist
Stingray Direct, a dynamic and fast-growing e-commerce company, is seeking a skilled Ecommerce Data Scientist to join our team. We aim to optimize the customer experience and drive business growth by leveraging data and advanced analytics. A successful candidate will have extensive experience in analyzing key ecommerce and subscription metrics, conducting A/B tests, data modeling, and machine learning. Proficiency with Excel, SQL, Python, and Google Analytics is a must.
*
Requirements*
KEY E-COMMERCE DATA SCIENTIST RESPONSIBILITIES:
Design, manage, and interpret comprehensive analyses related to the customer lifecycle, focusing on key subscription and e-commerce metrics.",-1,Stingray Direct,California,-1,-1,-1,-1,-1,-1,-1
"Software Engineer, AI Compiler",$110K - $130K (Employer est.),"Job description
We are looking for an experienced AI/ML engineer passionate about deploying AI inference and end to end enablement, AI framework integration, model accuracy, and performance analysis and tuning. You might be an ideal candidate if you are seeking to develop high quality, innovative, and scalable software that enables state of the art AI inference models to run efficiently and accurately on the BST Intelligence processors.
Responsibilities:
· Contributing to target independent/dependent DNN graph optimization.
· Optimizing quantization working flow.",2.3,"Black Sesame Technologies Inc
2.3","San Jose, CA",Unknown,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Data Scientist,$110K - $130K (Employer est.),"Teraverde is seeking an experienced data scientist to augment our existing product development and analytics team. Our company is a recognized leader in the financial services/residential lending industry. As recognized thought leaders, our team is helping our clients transform their lending platforms. The residential lending space is stressed, so our clients are “all ears” to innovation and data-driven transformation.
Our executive team is highly experienced, well regarded and at the forefront of though leadership on transformation. We are seeking a self-starting, innovative data scientist who would thrive in our culture of “do whatever it takes” for success with a laser focus on customer satisfaction and speed to solution.
Duties and Responsibilities:
· Create new frameworks to collect data and performing data and error analysis to improve models.",-1,"TVMA, Inc.",Remote,-1,-1,-1,-1,-1,-1,-1
Data Scientist/Statistician I,$110K - $130K (Employer est.),"Veteran Engineering and Technology, LLC (VET) requires a Data Scientist/Statistician to support the OFFICE OF PUBLIC AFFAIRS (OPA) MINORITY BUSINESS DEVELOPMENT AGENCY (MBDA)
The DOC/EDA provides the U.S. with programs and grants to develop economic opportunities. EDA was established under the Public Works and Economic Development Act of 1965 (42 U.S.C. 3121), as amended, to generate jobs, help retain existing jobs, and stimulate industrial and commercial growth in economically distressed areas of the United States. EDA assistance is available to rural and urban areas of the Nation experiencing high unemployment, low income, or other severe economic distress. EDA is guided by the basic principle that distressed communities must be empowered to develop and implement their own economic development and revitalization strategies. Additional information about EDA and its programs can be found at www.eda.gov.",4.4,"Veteran Engineering and Technology
4.4","Washington, DC",1 to 50 Employees,2003,Contract,National Agencies,Government & Public Administration,$1 to $5 million (USD),-1
Senior Data Analyst,$110K - $130K (Employer est.),"Work Schedule: Hybrid (Lorton, VA)
DUTIES
Serves as SME and senior advisor to and directly supports the Chief Data Officer with regard to development and implementation of the DoD Data, Analytics, and AI Strategy within the agency.
Maintains broad situational awareness in support of the IT-KT mission and future strategy, advising Leadership, as appropriate.
Provide SME across data management domains, such as data governance, data strategy, data architecture, metadata management, data requirements, data engineering, data quality, and data integration.
Participating in DoD and the Client team and other external meetings and working groups.",-1,Novul Solutions,"Lorton, VA",-1,-1,-1,-1,-1,-1,-1
"Software Engineer, Engine AI Systems",$110K - $130K (Employer est.),"Job Type: Full-Time
Location: This position is fully remote but limited to applicants residing in Alaska, Arizona, California, Colorado, Connecticut, Florida, Georgia, Illinois, Maine, Missouri, New Jersey, Nevada, Ohio, Pennsylvania, Texas, Virginia, Washington, and Wyoming.

Snail Games USA is actively seeking talented Software Engineers to join our Flexi Game Engine Development team. Upon mastering our in-depth training on our MMO engine, you'll channel your game development expertise and programming prowess to pioneer groundbreaking functionalities in the Flexi Engine. You'll seamlessly take charge of the intricate systems and empowering tools that drive our production teams, elevating them to craft top-tier AAA MMO games that redefine gaming excellence and create unmatched gameplay journeys.",3.0,"Snail Games USA
3.0",Remote,51 to 200 Employees,2009,Subsidiary or Business Segment,Video Game Publishing,Media & Communication,Unknown / Non-Applicable,-1
SDA & Data Fusion Systems Program Manager -4016,$110K - $130K (Employer est.),"Job Title: SDA & Data Fusion Systems Program Manager -4016
Job Location: Colorado Springs, CO 80914
Job Summary
Galapagos Federal Systems LLC is looking for an enthusiastic, well-qualified individual to fill Space Domain Awareness (SDA) and Data Fusion Systems Program Manager supporting the Space Domain Awareness (SDA) Analytics and Artificial Intelligence (AI) squadron within the SDA Acquisition Delta (SSC/SZG). This position supplies Advisory and Assistance Services (A&AS) support moving science and technology efforts to real-world execution. The Sensor Data Fusion branch is executing sensor communication upgrades and system of systems integration and automation projects to prototype and field the next-generation Space Domain Awareness network and command and control systems.",5.0,"Galapagos Federal Systems, LLC
5.0","Colorado Springs, CO",51 to 200 Employees,Company - Private,Unknown / Non-Applicable,-1,-1,-1,-1
Data Scientist/Fraud/Corruption Data Analyst - Department of Justice,$110K - $130K (Employer est.),"Cambio Consulting Group LLC is seeking to hire a full-time Data Scientist/Fraud/Corruption data analytics for a contract with the Criminal Division of the U.S. Department of Justice. Must have a minimum of a Bachelor's Degree and 5+ years of experience.
Must have good understanding in building data analytics programs and programming languages: SQL, Excel, SAS, Python, R, C++ or Java.
Working closely with US attorneys, FBI agents, and forensic accountants, the Data Scientist will pull, normalize, and smash data from multiple data sources (including government, external, and corporation accounting systems), develop and apply learning algorithms to assist in the analysis of the data, and build user interface and user workflows for attorneys and agents to gain insight.",-1,Cambio Consulting Group,Remote,-1,-1,-1,-1,-1,-1,-1
Senior Data Analyst - Gaming,$110K - $130K (Employer est.),"Job Description: Senior Data Analyst
Location: Las Vegas | On-Site
We are looking for a Senior Data Analyst to be one of the on-boarding leads for OPTX's core product in the gaming industry. The Senior Data Analyst will have a direct reporting relationship to the Vice President of Data Engineering and will work closely with the Company’s operational team in supporting and executing technical goals. The Senior Data Analyst will part of a talented local team of on-boarding leads.
As part of the on-boarding team, you will be leading the data integration effort for new OPTX properties. You will be gathering data definitions and data requirements via email and virtual meetings. You will leading the data validation effort and be part of the pre-release testing.",-1,OPTX,"Las Vegas, NV",-1,-1,-1,-1,-1,-1,-1
Junior Systems Engineer / Data Science Analyst,$110K - $130K (Employer est.),"Clearance: Current and active TS/SCI Clearance with CI
Polygraph Position Location: Springfield, VA or St. Louis, MO
No Telecommute: Work to be performed on the client site in SCIF
Position Type: Full time (40 hrs. a week)
Job Summary:
Seeking a motivated Junior Systems Engineer / Data Science Analyst to join our program working with the Data Engineering Team responsible for building the Metadata Application Profile (MAP) that aligns attributes from various Data Stores into a Search & Retrieval System, enabling discovery of imagery and data for analysis.",-1,Symbio Search,"Springfield, VA",-1,-1,-1,-1,-1,-1,-1
Signal Processing and Machine Learning Engineer,$110K - $130K (Employer est.),"Signal Systems Corporation (SSC) is searching for Machine Learning Engineers to support the development of next generation sonar systems and sonar signal processing algorithms for a range of underwater applications. SSC has a 25-year history of leveraging its institutional and individual expertise in distributed acoustic sensors, active noise control, acoustic surveillance, machine learning, audio enhancement and interference rejection to provide innovative engineering solutions for both government and commercial customers.
Job Description/Responsibilities:
Design and develop machine learning and supporting signal processing algorithms for detection, estimation, and classification on active and passive acoustic sensor data.
Build large datasets, test machine learning models, and incorporate trained models into larger software products.",-1,Signal Systems Corporation,"Millersville, MD",-1,-1,-1,-1,-1,-1,-1
Senior Predictive Modeler,$110K - $130K (Employer est.),"Sitewise Analytics is a recognized, boutique, customer-centric company that has been on the North American commercial real estate scene providing predictive analytics software and solutions since 2012. Industry-leading corporations and franchisors partner with Sitewise Analytics to work out varied business questions from sales forecasting and sales impact assessment, to portfolio optimization and whitespace analysis. Clients include Burger King, Wingstop, Lululemon, The North Face, Aspen Dental, Banfield Pet Hospitals and many other organizations in the restaurant, retail and healthcare sectors.
This role will be based at Sitewise Analytics’ office in Plano, TX, along with other members of the Predictive Analytics Team. The Team uses a hybrid model of working from home and at the office. The company’s owners intentionally facilitate an extraordinary environment that engages employees to stretch, grow and deliver outstanding business support services to customers. At the heart of Sitewise Analytics is a nimble, diverse, motivated and passionate Predictive Analytics Team. The members of the team interact directly with decision-makers at several levels within client companies. Using a dynamic mix of machine learning approaches blended with classical statistical techniques and spatial analytics, the members of the team develop predictive models and provide strategic advice to decision-makers in customer organizations. As a result of successful growth, the Sitewise Analytics Team is delightfully expanding to include another Senior Predictive Modeler.",-1,Sitewise Analytics,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1
Senior Machine Learning Engineer,$110K - $130K (Employer est.),"Up to 4 days a week remote, specific task may require in person attendance
Applications/Software Development,
Artificial Intelligence/Machine Learning Engineer
Enhances data collection procedures to include information that is relevant for building analytics and machine learning systems. Processing, cleansing, and verifying the integrity of data used for analysis. Doing ad-hoc analysis and presenting results in a clear manner. Focused on generating, maintaining and delivering detailed and accurate reporting on the information gathered and reported by artificial intelligence systems, with the goal of maximizing ROI from the rush of new data generated.
Level 3: 8 or more years of experience, relies on experience and judgment to plan and accomplish goals, independently performs a variety of complicated tasks, may lead and direct the work of others, a wide degree of creativity and latitude is expected.II. Minimum Requirements:",-1,Zencon Group,"Austin, TX",-1,-1,-1,-1,-1,-1,-1
"Manager, Data Science",$110K - $130K (Employer est.),"Our Mission
As the world’s number 1 job site*, our mission is to help people get jobs. We strive to cultivate an inclusive and accessible workplace where all people feel comfortable being themselves. We're looking to grow our teams with more people who share our enthusiasm for innovation and creating the best experience for job seekers.
(*comScore Total Visits, September 2022)
Day to Day
The Job Seeker Journey team owns products that are integral to every single step of Job Seeker’s journey on Indeed. Our goal is to keep every job seeker connected through a variety of world class experiences. We achieve this by employing personalized campaigns to precisely engage every job seeker, offering top notch mobile and desktop frontend experience, and utilizing state of the art massaging technology to connect job seekers with employers. Journey team is on an exciting transformational period of time to integrate machine learning in every single step of the experience, to create consistent, engaging and secure experiences that match job seeker needs. The broader Journey team currently consists of Software Engineers, UX Designers, and Product Managers based in both North America and Asian Pacific regions.",4.2,"Indeed
4.2",Remote,10000+ Employees,2004,Company - Private,Internet & Web Services,Information Technology,$1 to $5 billion (USD),-1
Statistical Research and Analyst Specialist,$110K - $130K (Employer est.),"Statistical Analyst
America's Integrity Society is a growing not for profit organization. AIS 's purpose and mission is to develop and provide effective and comprehensive solutions to support and advocate changes within the civil and criminal Justice systems. We are looking for a talented and dedicated Statistical Analyst to join our team and help lay the foundations for a truly equitable and integral judicial system for all.
Duties and Responsibilities:
Develop and assist in the creation of cognitive testing materials for Civil legal needs survey.
Preparation of statistical reports, including but not limited to monthly, quarterly, annual, and annual/annualized and reports.",-1,America's Integrity Society,"Shawnee, KS",-1,-1,-1,-1,-1,-1,-1
Data Architect,$110K - $130K (Employer est.),"InnoCape, LLC is seeking a Data Architect to join our team in Norfolk, VA working with our client, NATO ACT. The Data Architect will work within the Computer Information Systems (CIS) Core Services (CS) team reporting to the CS Programme Director. In functional terms, the contractor will work closely with ACT’s Data Science and Artificial Intelligence (AI) Section taking guidance and joining data forums and activities as necessary. This support is required to ensure that a solid base of specialist and corporate knowledge is available covering the extensive processes and procedures within the CS area. Thus, the team member will contribute to the development of the NATO Digital Backbone and NATO’s Data Exploitation initiative through:
a. Reviews of legacy data flows and models undertaking analysis to propose rationalisation of data in accordance with NATO policies and initiatives.
b. Elicits and documents artefacts including conducting impact assessments and developing trace matrices.",-1,"InnoCape, LLC","Norfolk, VA",-1,-1,-1,-1,-1,-1,-1
Senior Marketing Data Analyst,$110K - $130K (Employer est.),"Flinn Scientific, the industry leader in enabling science teachers to educate young minds in both the US and Canada is seeking a data-driven, critical-thinking, and experienced Senior Marketing Data Analyst to join our team. If you are a technical and analytical problem solver, who is eager to work with our internal stakeholders to provide reporting with actionable insights, then we want to talk with you!
Big Picture View
Do you geek out over data? Do you thrive on reporting KPI and metric performance? Our Senior Marketing Data Analyst is responsible for more than simply creating and running reports, you’re helping us define requirements and understanding our business data at a deeper level to assist our Sales & Marketing teams with making data-driven decisions. Handling large volumes of data excites you, building meaningful reports and interpreting the output is something you are extremely skilled at. Proficient in a variety of data platforms and tools, you are detail-oriented with a passion for data and accuracy. In this role, you will gain exposure to a hybrid B2B/B2C environment where you can learn and influence different commercial and customer business strategies.",3.9,"Flinn Scientific, Inc.
3.9","Batavia, IL",201 to 500 Employees,1977,Company - Private,Primary & Secondary Schools,Education,$25 to $100 million (USD),-1
Data Scientist/Algorithm Developer,$110K - $130K (Employer est.),"DATA SCIENTIST/ALGORITHM DEVELOPER
Raptor Scientific, a Global Aerospace & Defense Test and Measurement Company, is seeking an exceptional Engineer or Applied Mathematician with expertise in signal processing to join our dynamic team. You will have the opportunity to work on challenging projects that demand a deep understanding of signal processing algorithms and imaging techniques. Your expertise in handling I/Q data and proficiency in programming languages such as C, C#, and MATLAB will be instrumental in driving our technological advancements. In this role, you will play a pivotal part in developing and optimizing advanced technologies that will enhance the performance and capabilities of our mission-critical aerospace and defense systems.
As part of the Raptor Scientific Family, the RF Systems (RFS) group specializes in radar cross section (RCS) measurements and is constantly innovating to produce the next generation of radar systems. RFS has a multifaceted team that develops cutting edge measurement systems in support of the Aerospace and Defense industry. Our team is focused on customer needs and providing full spectrum support including engineering, field measurement, software development and manufacturing.",-1,Raptor Scientific,"Livermore, CA",-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist/Methodologist,$110K - $130K (Employer est.),"The Senior Data Scientist/Methodologist will support the Department of State (DOS) Center for Analytics (CfA) in a dynamic role that may evolve over time, as the organizational needs change. The DOS Chief Data Scientist has a broad set of responsibilities and duties that require support from a professional and technical staff, of which the Senior Data Scientist/Methodologist a senior member. The primary responsibility of the Senior Data Scientist/Methodologist will be to support the Chief Data Scientist as advisor, subject matter expert, and surrogate in meetings, working groups, and technical environments. The Senior Data Scientist/Methodologist will evaluate data science projects, provide recommendations and improvements to the Chief Data Scientist and/or analytics project staff, working closely with them to implement improvements as necessary.
The Senior Data Scientist/Methodologist will evaluate, recommend, and support the implementation of technology stack and software toolset optimizations and additions. The Senior Data Scientist/Methodologist lead or independently execute analytics projects, as needed. The Senior Data Scientist/Methodologist will provide expert input on Large Language Models (LLM), Natural Language Processing (NLP), Artificial Intelligence/Machine Learning (AI/ML), data science models, and other technical topics.",-1,Bright Star Solutions LLC,"Washington, DC",-1,-1,-1,-1,-1,-1,-1
Data Scientist,$110K - $130K (Employer est.),"We are seeking a Data Scientist to join our team and support ONI project initiatives. The successful candidate will be responsible for applying qualitative and quantitative methods to analyze and resolve analytical issues, as well as exploring opportunities for data acquisition and new uses for existing data. You will collaborate with government points of contact (POC) to perform data analyses, identify trends and patterns, and test hypotheses.
Responsibilities:
Apply qualitative and quantitative methods to analyze and resolve analytical issues in support of ONI project initiatives.
Research and identify opportunities for data acquisition and new data uses.
Collaborate with government POCs to perform exploratory and targeted data analyses, test hypotheses, and mine structured, semi-structured, and unstructured data.",-1,FullScope,"Suitland, MD",-1,-1,-1,-1,-1,-1,-1
Machine Learning Engineer,$110K - $130K (Employer est.),"Machine Learning Engineer
About CoVar
CoVar is a small AI/ML R&D software company in Durham, NC, that uses artificial intelligence to solve problems that matter. We develop AI/ML tools to help the DoD detect enemies and threats, help biomedical researchers find new cures for diseases, and help monitor machinery to prevent injuries and environmental catastrophes. We are passionate engineers, dedicated to pushing the bounds of what AI/ML can do in the real world.
About this position
You will help CoVar develop software and machine learning algorithms to solve real-world customer problems. You will work with data, develop algorithms, evaluate results, and write the production code that goes onto real-world systems. You will have the opportunity to present your work to high-level customers in the DoD and in the industry. The position includes opportunities to publish novel work in both classified and unclassified settings.

Applicants should have expertise in Python (including NumPy, pandas, and other packages) and either PyTorch or TensorFlow. Deep understanding of machine learning fundamentals (gradient descent, cross-validation, ROC curves, confusion matrices) are necessary. Knowledge of classical machine learning (e.g., support-vector-machines, logistic regression) are valued. Applicants are ideally familiar with computer vision algorithms like object detection networks (e.g., YOLO, CenterNet) and modern image classification techniques. Previous experience with DoD customers is a plus.",-1,CoVar,"Durham, NC",-1,-1,-1,-1,-1,-1,-1
Data Scientist (Business Analyst),$110K - $130K (Employer est.),"Great Innovations Data Scientist
Responsibilities -
Collecting data through means such as analyzing business results or by setting up and managing new studies
Transferring data into a new format to make it more appropriate for analysis
Creating new, experimental frameworks to collect data
Building tools to automate data collection
Searching through large data sets for usable information
Creating reports and presentations for business uses",-1,Great Innovations,"Miramar, FL",-1,-1,-1,-1,-1,-1,-1
Data Scientist TS/SCI with Poly $130K - $190k + 15% 401k,$110K - $130K (Employer est.),"Title: Data Scientist (TS/SCI with Poly)
Location: Chantilly, VA
Base Salary: $100,000.00 - $190,000.00 per year
15% Employer 401k contribution (Regardless of Employee Contribution)
PTO: 30 days annual total
Stock Option
$3000 annual training budget
Medical/Dental/Vision: company funded, cash incentives if you waive
Flexible work schedule
Referral bonuses
Paid Paternal and Maternal Leave",5.0,"Millennial Software
5.0",,1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Senior Data Analyst,$110K - $130K (Employer est.),"Company Description
Louis Dreyfus Company is a leading merchant and processor of agricultural goods. Our activities span the entire value chain from farm to fork, across a broad range of business lines, we leverage our global reach and extensive asset network to serve our customers and consumers around the world. Structured as a matrix organization of six geographical regions and ten platforms, Louis Dreyfus Company is active in over 100 countries and employs approximately 15,000 people globally.
The DT&A Department of Louis Dreyfus Company is currently looking for a Senior Business Analyst for its Data & Analytics Service, to be based in Wilton. As part of a dynamic IT organization currently undergoing a transformational change, you will act as change booster and play a key role on business process transformation to enable innovative and faster decision-making processes driven by analytic application. We invite you to join our team if you aim to make the difference with your contribution and establish yourself as a key member of our IT organization.",4.0,"Louis Dreyfus Company
4.0","Wilton, CT",10000+ Employees,1851,Subsidiary or Business Segment,Crop Production,Agriculture,$10+ billion (USD),-1
"Data Scientist (Secret Cleared), Fort Liberty, NC",$110K - $130K (Employer est.),"Data Scientist (Secret Cleared), Fort Liberty, NC
Full-time
Due to our government client requirements, we can only consider US Citizens with at least a Secret Clearance for this position
NO THIRD PARTY RECRUITERS PLEASE! CANDIDATES MUST BE SELF-REPRESENTED.
Salary Target: $95-107K (DOE)
Description
Seeking a Data Scientist with an active Secret Clearance to support a long-term data contract for the Special Operations Command (SOCOM).",3.9,"The ACI Group, Inc.
3.9","Fort Bragg, NC",51 to 200 Employees,1988,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),-1
Data Scientist,$110K - $130K (Employer est.),"At Fulcrum, we provide cutting-edge data science consulting and software solutions to help companies solve challenging business problems. Through the utilization of our innovative products and dedicated team, clients are able to operate more efficiently, manage risk, and make informed business decisions every day. Fulcrum Analytics has stood at the forefront of data, analytics, and innovative software for over 25 years, offering sophisticated solutions, groundbreaking technologies, and winning strategies that help companies achieve their targeted results.
Role Description:
The Data Scientist role is expected to develop analytical, statistical, and machine learning solutions to client business problems. The Data Scientist will have a number of responsibilities, including:
Extract and manipulate data from various sources (databases, files, APIs, etc.); requires knowledge of how to deal with the inherent structure of the data.",-1,Fulcrum Analytics,Remote,-1,-1,-1,-1,-1,-1,-1
Data Labeling Quality Specialist,$110K - $130K (Employer est.),"Full Job Description
The Data Labeling Quality Specialist role is an entry-level position for individuals who are interested in working in the Artificial Intelligence and Machine Learning industry. We are looking for a candidate who is a self-starter, detail-oriented and adaptable. The role will be focused on monitoring and maintaining the quality of completed tasks - ensuring that they follow adhere to a wide variety of instructions. The role will be perfect for individuals who value challenge in their work. You will be working cross-functionally with Supply Ops and Engineering to drive improvements in quality.
Responsibilities:
Label machine learning data from customers",3.6,"Scale AI
3.6","Saint Louis, MO",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
AI Perception Algorithm Engineer/Scientist,$110K - $130K (Employer est.),"The selected candidate will work closely with top researchers to develop cutting-edge perception algorithms to address real-world problems. The task of perception is to detect and understand the surrounding environment of the autonomous vehicles, to support L2 and L3 automated driving features. A real time virtual representation of the local environment is constructed by processing input data mainly from cameras, together with those from other sensors like radars, IMU and ultrasonic.
Responsibilities:
o Develop deep learning based perception algorithms, including object detection, lane detection, segmentation, depth estimation, and so on.
o Develop state of the art network structures and training schemes, and evaluate their performance on vision problems",2.3,"Black Sesame Technologies Inc
2.3","San Jose, CA",Unknown,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
"Software Engineer, AI Compiler",$110K - $130K (Employer est.),"Job description
We are looking for an experienced AI/ML engineer passionate about deploying AI inference and end to end enablement, AI framework integration, model accuracy, and performance analysis and tuning. You might be an ideal candidate if you are seeking to develop high quality, innovative, and scalable software that enables state of the art AI inference models to run efficiently and accurately on the BST Intelligence processors.
Responsibilities:
· Contributing to target independent/dependent DNN graph optimization.
· Optimizing quantization working flow.",2.3,"Black Sesame Technologies Inc
2.3","San Jose, CA",Unknown,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Senior Data Scientist (Computer Science),$110K - $130K (Employer est.),"Near-Miss Management (NMM) is seeking a talented and highly motivated Senior Data Scientist to further develop and scale its unique web-based data analytics platform. NMM provides powerful analytics software, based on machine learning and AI, to the chemical and energy industry – to improve reliability, and minimize failures and losses.
Within our engineering team, your voice will be a valuable asset to product development. You will be in a unique position to define/undertake technical needs of the software and help shape the future of its technology. You will enjoy an intellectually creative atmosphere as you work with an experienced and enthusiastic team that strives continuously to build and deliver a robust, reliable software system.
Responsibilities
One of the main responsibilities of this role is development of a new flagship product in Python using the Scipy/Numpy/Pandas stack. Further, you will be responsible for leading our efforts in improvement of existing data analytics and machine-learning models (implemented in Python using the Scipy/Numpy/Pandas stack). Aside from analytics, another important aspect of the role involves enhancement of the existing processing pipeline, which executes the analytics in a parallelized and distributed fashion – you will assist in refining that pipeline on an ongoing basis as new features and products are developed.",-1,Near-Miss Management,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1
"Associate Director, Statistics",$110K - $130K (Employer est.),"The primary responsibilities of this position are to provide statistical consulting to clients in the biotech/pharmaceutical industry in their drug development programs with a focus on protocol/study design, analysis planning, regulatory submission strategies, regulatory communication, mento ring of other statisticians in generating analyses for clinical studies and regulatory submissions and assist with business proposals. This position assumes a supervision responsibility on statistical personnel and job training.

Essential Job Functions:
Provides statistical consulting to clinical study design.
Reviews study protocols and writes statistical sections.
Conducts sample size and power calculations.
Proposes randomization methods and designs.",2.8,"WuXi AppTec
2.8",California,10000+ Employees,2000,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,-1
Data Scientist,$110K - $130K (Employer est.),"Teraverde is seeking an experienced data scientist to augment our existing product development and analytics team. Our company is a recognized leader in the financial services/residential lending industry. As recognized thought leaders, our team is helping our clients transform their lending platforms. The residential lending space is stressed, so our clients are “all ears” to innovation and data-driven transformation.
Our executive team is highly experienced, well regarded and at the forefront of though leadership on transformation. We are seeking a self-starting, innovative data scientist who would thrive in our culture of “do whatever it takes” for success with a laser focus on customer satisfaction and speed to solution.
Duties and Responsibilities:
· Create new frameworks to collect data and performing data and error analysis to improve models.",-1,"TVMA, Inc.",Remote,-1,-1,-1,-1,-1,-1,-1
